0 0 0 0 0 0 0  10 0
0 0 0 0 0 0 1  2 0
0 0 0 0 0 1 0  3 0
0 0 0 0 1 0 0  1 0
0 0 0 0 1 1 1  1 0
0 0 0 1 0 1 1  1 0
0 0 0 1 1 0 0  1 0
0 0 0 1 1 0 1  1 0
0 0 0 1 1 1 0  1 0
0 0 1 0 0 0 0  6 0
0 0 1 0 0 0 1  1 0
0 0 1 0 0 1 1  2 0
0 0 1 0 1 0 0  1 0
0 0 1 0 1 1 1  1 0
0 0 1 1 0 0 0  1 0
0 0 1 1 0 1 0  1 0
0 0 1 1 1 1 1  1 0
0 1 0 0 0 0 0  5 0
0 1 0 0 0 0 1  2 0
0 1 0 0 0 1 0  1 0
0 1 0 0 1 0 0  1 0
0 1 0 0 1 0 1  1 0
0 1 0 0 1 1 0  1 0
0 1 0 1 1 1 1  0 1
0 1 1 0 0 0 0  1 0
0 1 1 0 1 0 1  0 1
0 1 1 0 1 1 1  0 1
0 1 1 1 0 1 1  0 1
0 1 1 1 1 1 0  0 1
0 1 1 1 1 1 1  0 9
1 0 0 0 0 0 0  7 0
1 0 0 0 0 0 1  1 0
1 0 0 0 0 1 0  2 0
1 0 0 0 1 1 0  1 0
1 0 0 1 0 0 0  4 0
1 0 0 1 0 1 1  0 1
1 0 1 0 0 1 1  1 0
1 0 1 0 1 0 0  0 1
1 0 1 0 1 1 1  0 1
1 0 1 1 0 0 0  1 0
1 0 1 1 1 1 1  0 11
1 1 0 0 0 0 0  1 0
1 1 0 0 0 0 1  1 0
1 1 0 0 0 1 0  2 0
1 1 0 0 0 1 1  1 0
1 1 0 1 0 1 1  0 3
1 1 0 1 1 1 1  0 4
1 1 1 0 0 0 0  2 0
1 1 1 0 1 0 0  1 1
1 1 1 0 1 1 1  0 5
1 1 1 1 0 1 0  0 1
1 1 1 1 0 1 1  0 11
1 1 1 1 1 0 1  0 12
1 1 1 1 1 1 0  0 7
1 1 1 1 1 1 1  0 149
